num,type,d_le,a_le,gender,a1_r1,a1_r2,a1_r3,a1_r4,a1_r5,a1_r6,a1_r7,a1_r8,a1_r9,a1_r10,a1_r11,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16,a1_r17,a1_r18,a1_r19,a1_r20,a1_r21,a1_r22,a1_r23,a1_r24,a2_r1,a2_r2,a2_r3,a2_r4,a2_r5,a2_r6,a2_r7,a2_r8,a2_r9,a2_r10,a2_r11,a2_r12,a2_r13,a2_r14,a2_r15,a2_r16,a2_r17,a2_r18,a2_r19,a2_r20,a2_r21,a2_r22,a2_r23,a2_r24,a3_r1,a3_r2,a3_r3,a3_r4,a3_r5,a3_r6,a3_r7,a3_r8,a3_r9,a3_r10,a3_r11,a3_r12,a3_r13,a3_r14,a3_r15,a3_r16,a3_r17,a3_r18,a3_r19,a3_r20,a3_r21,a3_r22,a3_r23,a3_r24,d1_r1,d1_r2,d1_r3,d1_r4,d1_r5,d1_r6,d1_r7,d1_r8,d1_r9,d1_r10,d1_r11,d1_r12,d1_r13,d1_r14,d1_r15,d1_r16,d1_r17,d1_r18,d1_r19,d1_r20,d1_r21,d1_r22,d1_r23,d1_r24,d2_r1,d2_r2,d2_r3,d2_r4,d2_r5,d2_r6,d2_r7,d2_r8,d2_r9,d2_r10,d2_r11,d2_r12,d2_r13,d2_r14,d2_r15,d2_r16,d2_r17,d2_r18,d2_r19,d2_r20,d2_r21,d2_r22,d2_r23,d2_r24,d3_r1,d3_r2,d3_r3,d3_r4,d3_r5,d3_r6,d3_r7,d3_r8,d3_r9,d3_r10,d3_r11,d3_r12,d3_r13,d3_r14,d3_r15,d3_r16,d3_r17,d3_r18,d3_r19,d3_r20,d3_r21,d3_r22,d3_r23,d3_r24,rt_a1_r1,rt_a1_r2,rt_a1_r3,rt_a1_r4,rt_a1_r5,rt_a1_r6,rt_a1_r7,rt_a1_r8,rt_a1_r9,rt_a1_r10,rt_a1_r11,rt_a1_r12,rt_a1_r13,rt_a1_r14,rt_a1_r15,rt_a1_r16,rt_a1_r17,rt_a1_r18,rt_a1_r19,rt_a1_r20,rt_a1_r21,rt_a1_r22,rt_a1_r23,rt_a1_r24,rt_a2_r1,rt_a2_r2,rt_a2_r3,rt_a2_r4,rt_a2_r5,rt_a2_r6,rt_a2_r7,rt_a2_r8,rt_a2_r9,rt_a2_r10,rt_a2_r11,rt_a2_r12,rt_a2_r13,rt_a2_r14,rt_a2_r15,rt_a2_r16,rt_a2_r17,rt_a2_r18,rt_a2_r19,rt_a2_r20,rt_a2_r21,rt_a2_r22,rt_a2_r23,rt_a2_r24,rt_a3_r1,rt_a3_r2,rt_a3_r3,rt_a3_r4,rt_a3_r5,rt_a3_r6,rt_a3_r7,rt_a3_r8,rt_a3_r9,rt_a3_r10,rt_a3_r11,rt_a3_r12,rt_a3_r13,rt_a3_r14,rt_a3_r15,rt_a3_r16,rt_a3_r17,rt_a3_r18,rt_a3_r19,rt_a3_r20,rt_a3_r21,rt_a3_r22,rt_a3_r23,rt_a3_r24,rt_d1_r1,rt_d1_r2,rt_d1_r3,rt_d1_r4,rt_d1_r5,rt_d1_r6,rt_d1_r7,rt_d1_r8,rt_d1_r9,rt_d1_r10,rt_d1_r11,rt_d1_r12,rt_d1_r13,rt_d1_r14,rt_d1_r15,rt_d1_r16,rt_d1_r17,rt_d1_r18,rt_d1_r19,rt_d1_r20,rt_d1_r21,rt_d1_r22,rt_d1_r23,rt_d1_r24,rt_d2_r1,rt_d2_r2,rt_d2_r3,rt_d2_r4,rt_d2_r5,rt_d2_r6,rt_d2_r7,rt_d2_r8,rt_d2_r9,rt_d2_r10,rt_d2_r11,rt_d2_r12,rt_d2_r13,rt_d2_r14,rt_d2_r15,rt_d2_r16,rt_d2_r17,rt_d2_r18,rt_d2_r19,rt_d2_r20,rt_d2_r21,rt_d2_r22,rt_d2_r23,rt_d2_r24,rt_d3_r1,rt_d3_r2,rt_d3_r3,rt_d3_r4,rt_d3_r5,rt_d3_r6,rt_d3_r7,rt_d3_r8,rt_d3_r9,rt_d3_r10,rt_d3_r11,rt_d3_r12,rt_d3_r13,rt_d3_r14,rt_d3_r15,rt_d3_r16,rt_d3_r17,rt_d3_r18,rt_d3_r19,rt_d3_r20,rt_d3_r21,rt_d3_r22,rt_d3_r23,rt_d3_r24
16,1,3,3,2,0,10,10,0,10,0,10,0,0,12,0,10,0,0,0,0,0,0,12,0,0,10,0,0,0,10,0,0,10,0,10,0,0,14,10,10,0,0,0,0,0,15,0,0,0,10,0,0,0,10,0,0,10,0,10,15,15,10,0,10,0,0,0,0,10,10,0,0,0,10,0,0,0,1,11,7,10,1,11,10,1,7,1,5,,,,,,,,,,,,,11,7,8,7,10,6,12,5,11,11,6,10,9,15,14,13,10,10,12,11,6,13,14,9,8,8,10,4,1,6,0,10,6,10,10,7,10,10,9,7,5,9,14,10,8,7,8,6,1734,3106,4018,1075,1753,2103,1454,1237,1287,1915,1044,2045,1996,1590,3252,1295,6017,3975,8617,1341,928,2146,1121,2449,3339,2249,1292,1485,1798,1338,2694,1470,1425,1977,3394,2070,3280,3439,1612,1858,1557,3036,1736,1992,1798,2795,1536,1423,614,2188,1202,1024,2664,1074,1837,4245,8734,1829,1343,2079,5894,1185,1014,1255,3337,2163,1090,1021,1426,10718,1155,1661,11624,11524,12,5855,6332,3208,9289,12239,9091,6607,7834,4614,7327,3604,10454,6856,7968,2792,4046,2434,7236,6382,6976,5745,3736,2038,7155,2226,7837,6000,10603,3160,3515,2716,11832,2988,7405,9322,4149,7273,5682,8318,1863,3943,2280,5999,5002,7400,1000,915,2521,879,1308,1721,886,1346,1200,1091,1144,1994,1105,1080,1296,3119,2779,3673,1320,1151,1086,880,2861,1799
47,1,2,2,1,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,9,0,9,0,0,0,0,8,0,10,0,0,0,10,10,8,10,8,10,0,0,0,0,0,10,0,8,8,8,0,0,10,0,10,0,12,11,9,10,8,8,0,9,0,0,10,10,0,8,0,9,9,9,0,0,10,11,15,10,10,10,10,10,10,10,0,9,,,,,,,,,,,,,11,11,11,8,11,1,1,1,8,5,11,11,11,11,8,11,11,15,5,5,5,11,11,11,11,8,7,12,9,8,10,12,9,11,9,10,8,9,10,9,4,7,10,8,2,9,9,10,2583,1044,1360,1966,1920,1175,4135,1570,8083,1456,3149,1132,1036,2590,2248,1833,1831,1092,1210,1867,2760,1783,1358,1931,2112,1128,1466,1560,820,769,1437,1517,1705,1365,851,2072,1708,1417,1064,1259,1348,4592,1336,7988,1134,5378,1218,835,3627,10928,6571,1922,3010,2196,1951,2356,6926,8468,2265,2505,3163,2048,9906,2897,2198,2771,2112,2628,3443,3016,2312,4165,5493,806,2795,5017,2661,1617,1550,1942,2981,3817,5309,12,2726,950,1115,1739,8564,11952,10154,6077,2231,9721,2689,2463,10407,5330,12654,8153,4677,901,5209,1931,9620,4710,2846,5001,2323,4184,10721,6560,4799,5735,4014,6925,5978,1428,7391,3031,5166,2044,5428,1713,2292,4904,2095,1953,3774,1243,1641,4137,1844,7055,5826,5396,1674,3821,1650,2182,1464,1495,3412,3829
12,0,2,3,2,1,2,3,8,5,2,10,2,2,2,2,8,,,,,,,,,,,,,8,5,2,2,3,2,10,2,2,2,2,14,1,2,5,2,14,2,10,1,10,1,4,2,3,3,3,18,5,5,15,3,3,3,3,14,2,16,2,2,10,3,13,3,13,2,13,3,8,9,7,5,8,5,9,11,5,3,6,5,,,,,,,,,,,,,15,6,6,5,12,6,7,7,18,19,7,6,6,15,14,4,13,5,12,5,13,4,7,8,9,7,8,7,9,6,10,7,8,13,10,6,6,3,4,6,4,4,10,3,11,3,8,7,2921,1743,1147,1955,3585,925,2331,5120,819,924,1499,1582,852,2975,708,1007,1128,684,2004,2490,2268,1996,736,2216,7444,10999,3804,10139,5539,5354,5093,6819,7694,5708,5669,7249,6668,5317,12304,3850,3383,2502,2573,1575,2976,2650,4363,2066,3205,2613,4379,1639,4396,1953,4172,2225,2119,1846,2041,4472,2885,9241,2962,2819,2417,4002,5508,2153,5471,2516,8420,3367,3339,1149,1513,1335,1782,1277,1383,1427,1010,2145,1452,2546,1840,3991,1733,2854,1039,1863,2829,3943,2044,1387,1423,2412,5029,6195,1993,1029,3610,2379,2889,7369,2072,7088,2315,2688,1170,4063,2120,3118,1421,1926,1371,1846,1167,906,1084,914,1569,1336,1377,1358,1414,977,2378,988,760,1173,2904,1557,1880,1211,2711,1124,1007,1303,3213,1046,1067,874,1507,1212
24,1,2,2,1,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,0,0,1,0,1,0,1,0,5,0,0,0,0,10,0,0,2,0,3,1,2,5,0,2,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,1,2,1,3,3,4,1,2,2,1,1,4,3,1,0,3,2829,1056,1755,1160,1163,1106,1832,774,826,933,2798,798,772,4083,1096,708,1127,910,2191,2831,2152,2817,895,1983,3719,743,2542,956,1903,1898,841,1360,2506,954,903,1268,963,3176,712,1123,1083,1670,799,781,3519,2684,2358,1853,3128,2109,4373,1341,1144,1786,1091,1221,1462,1605,2007,1451,1579,2113,2757,2309,3807,2720,1826,1876,2005,1204,1744,1142,3604,2273,2195,2395,2164,844,787,1019,1040,1663,6506,717,1195,3149,855,759,3245,2101,1031,2067,1467,2356,1338,2496,2534,1870,2074,1321,1393,1013,3042,1172,1758,1360,1289,3089,2278,4079,2902,1423,1808,3645,1814,3761,3232,1914,1442,1658,2915,1055,1535,1315,1900,1128,919,1985,759,1956,1807,1264,1581,1352,810,984,1048,772,2790,1153,2046,783,2601,2593
83,0,2,2,2,5,5,5,15,5,3,14,3,4,4,15,4,,,,,,,,,,,,,5,5,4,14,2,5,2,0,2,5,15,1,5,12,0,6,4,2,0,16,3,5,5,14,5,0,4,13,14,6,10,5,10,10,8,5,8,8,5,12,1,4,12,3,13,3,3,13,12,10,9,10,16,10,8,12,9,8,12,14,,,,,,,,,,,,,17,15,10,8,17,13,10,10,12,10,10,16,10,11,9,10,14,13,10,11,11,13,10,9,8,9,8,8,6,6,6,10,10,9,9,9,9,10,9,9,7,9,10,9,12,7,8,12,2886,3809,1149,1936,2014,2846,2439,1061,1889,4117,3228,2366,3785,859,1471,3335,2682,2299,2902,4658,3006,5459,4186,1552,890,2495,1179,2691,2571,1910,989,1578,898,769,1272,2471,1284,1004,2652,1601,703,632,1562,1311,1295,2299,1015,1288,2139,4814,10344,2351,1909,1845,4865,1345,4735,9959,1551,3965,8874,8347,942,10439,9401,2217,2226,7909,2089,1510,3236,2105,2595,1617,743,1963,3101,1635,779,1027,2527,10620,1195,1630,1899,1919,2851,2848,2323,1294,2802,1146,2633,4530,1486,4194,3246,1835,1745,1073,1965,1354,1768,1399,1326,1870,2616,1479,1505,1348,2037,1281,2002,2310,1166,3474,2099,3648,2247,1612,4686,6018,4926,3619,3805,4398,3339,2292,4430,3306,3479,4259,5144,7448,2901,4214,6061,2714,2673,2796,3927,4606,3322,3241
86,1,2,2,1,0,0,5,3,0,0,0,0,0,0,0,10,,,,,,,,,,,,,0,0,0,15,5,0,0,0,0,0,15,10,5,15,15,15,15,15,15,15,2,2,2,2,0,1,1,16,18,0,1,0,0,0,15,18,0,16,18,8,8,12,8,8,1,15,2,0,11,1,11,11,11,11,11,1,8,11,11,1,,,,,,,,,,,,,16,2,18,16,2,17,16,15,14,10,0,0,0,0,9,19,16,15,17,15,14,17,3,9,13,5,1,5,16,1,5,5,1,1,5,11,1,16,16,16,1,5,11,8,13,11,5,1,2377,1986,1845,2066,4137,6549,3264,3186,2466,2759,2959,6562,5034,3189,2728,4280,6969,8842,3059,5731,7011,7573,3517,5211,3955,3754,2872,5204,3106,7958,3230,2627,2453,2212,4184,5783,3883,4605,5202,5573,4726,4415,7128,4193,3149,9202,3281,2940,5796,8383,7185,11731,10044,9300,8876,11079,4600,6577,11777,12430,11750,12701,12366,10453,7415,11142,7933,10505,12,7920,4905,5946,4469,3510,1830,1773,4544,2316,1960,11056,8530,8735,10529,9992,1907,1574,5918,3723,1472,1510,1247,12549,1981,4833,2115,11722,1494,1387,1673,1440,2535,1248,6909,1396,2710,1964,1021,3805,1147,1071,2105,2001,2681,1229,3712,5062,2068,6138,1087,1104,8061,3972,8591,5892,9508,10014,10673,12694,5262,5999,9572,10339,11436,12665,8743,11033,10029,5493,8728,9344,9187,4993,1306,3372
33,0,1,2,1,0,0,13,0,13,11,12,12,0,0,0,0,,,,,,,,,,,,0,1,1,15,1,15,12,12,12,0,0,0,0,12,12,0,0,12,0,0,15,0,14,15,0,0,0,12,0,11,12,12,11,0,0,0,0,11,10,0,0,10,0,0,0,0,0,0,0,10,8,10,5,10,12,5,17,15,17,10,9,8,10,10,10,20,7,9,14,5,7,6,10,12,6,6,10,5,5,12,14,12,6,12,8,6,12,10,6,6,14,8,6,13,2,12,8,13,11,15,10,4,13,11,13,17,14,13,12,15,10,13,9,15,10,7,15,10,15,15,13,3618,1024,2395,1040,4292,1798,4177,1520,1421,2163,1397,3286,2825,2989,7023,2774,3541,2267,2680,3674,3619,3664,11901,2193,2476,1181,1905,960,1496,1591,4145,1716,1142,1363,1368,1629,1017,2546,1166,1984,1765,2089,4991,1580,1607,2390,4978,1904,1419,1028,2308,5514,2715,2970,4099,4634,1443,2359,1425,1437,1452,2263,1435,1294,6323,2048,3213,1231,4103,2359,2160,2049,4377,4799,12914,843,5584,8570,2168,4119,3257,6322,2146,7175,6819,2461,6118,9994,1808,5874,6560,6442,6544,5929,1057,2980,2021,1266,2635,1991,1855,3707,2263,2958,2182,3426,1721,1073,1196,4037,2298,3150,2261,2332,1459,1502,4324,2375,2102,2747,9829,8766,10936,7661,3975,6894,6747,3122,1559,2788,3795,3511,4282,8828,4818,2880,1724,6488,3558,2022,5093,1502,5417,2869
25,0,2,1,1,10,0,0,0,0,0,0,0,0,12,0,0,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,11,7,7,7,10,5,8,5,1,8,2,8,2,2,2,2,11,2,1,9,2,9,9,3,6,1,6,7,8,1,8,7,1,8,5,6,7,7,7,7,7,7,7,7,7,10,9,8,9,8,8,5,7,0,8,8,0,9,4,0,7,6,7,0,8,5,0,6,0,2130,1398,1306,2212,1266,1338,1402,1410,1581,1458,1896,1760,1620,1612,1950,1144,1606,2089,1584,3546,1634,4282,1246,1268,2994,1957,1203,3673,2546,2670,2427,3226,2253,2751,2525,2687,2213,2610,2595,3436,3147,1783,2652,2409,3609,3452,1799,606,11435,3081,3458,3888,3061,3130,2160,2025,3056,3638,2520,2661,5572,2251,3138,2826,2878,3157,3445,1770,2675,2421,2389,2441,3665,8339,8076,1371,4196,11640,9066,1722,3758,3677,12751,2640,10936,12742,3823,2554,1558,3192,1384,2833,2354,3859,4824,3787,9090,6547,3911,5550,3394,1706,2572,1816,5833,1354,3375,2014,2636,2271,2845,1386,1495,2304,1987,1817,2310,1457,1638,1459,7147,3304,3438,4114,2549,5432,7625,7949,1738,5589,1885,3139,3643,2606,5395,2542,7019,9712,7284,1977,4322,1261,3356,2833
60,1,2,1,1,15,15,10,16,10,10,17,17,10,10,10,17,,,,,,,,,,,,,16,15,13,11,17,17,15,16,12,10,10,16,18,10,10,16,15,15,16,17,3,3,16,17,14,14,17,15,16,14,14,14,16,14,12,12,14,14,11,0,16,16,15,16,11,12,0,15,5,15,15,15,15,14,12,20,18,15,10,18,20,16,10,20,11,15,20,20,15,0,15,15,20,20,18,18,17,15,15,17,17,16,15,14,,,,,,,,,,,,,5,15,16,15,16,16,15,17,17,15,12,12,14,14,12,16,17,17,17,18,16,12,8,16,1363,981,1628,901,1698,2170,1542,1700,1885,2511,1969,1924,1712,3877,2948,2026,5176,3734,1599,732,1159,1082,1279,766,2642,3901,4576,3758,3118,3285,4137,5080,4927,3208,2385,3474,3146,1754,2561,3828,5550,3556,2420,3807,2041,3254,2469,1907,2640,2039,2595,4842,2269,2159,3914,3146,3043,3586,2834,2916,2743,3090,3259,3026,5151,2671,3178,3843,6699,7056,2195,5354,6159,7433,8426,2203,4427,4726,9407,4394,10449,4232,7262,7882,3285,1824,2583,3459,7721,5910,5062,6896,5908,3476,8566,3755,864,1013,1933,2724,1567,1650,839,2466,2225,2579,2865,1826,1235,2725,3143,1894,949,5663,793,1743,4225,7084,3768,3633,7113,7334,7739,9077,7848,4314,6454,7112,8096,8185,6584,7007,4007,3233,3293,8777,12932,3377,6274,7072,3555,7782,6439,8158
84,1,2,1,1,14,16,15,13,14,0,0,12,15,0,0,13,,,,,,,,,,,,,10,1,10,12,1,14,0,10,0,2,10,0,11,0,0,10,0,0,9,0,7,7,0,8,12,1,1,10,11,1,11,8,8,0,10,6,0,2,6,6,1,8,5,6,0,7,8,0,10,15,10,10,1,10,1,6,1,10,1,10,1,1,1,5,2,2,8,1,5,8,5,6,15,13,10,11,14,2,8,9,15,9,10,11,,,,,,,,,,,,,15,15,6,12,11,11,5,11,11,11,10,11,6,0,0,10,6,10,0,10,10,10,0,10,3551,2210,3539,1574,1746,1479,1784,1990,2148,1667,1139,2273,3677,4195,3737,1092,1798,2799,6232,1738,1422,1433,1671,1392,6502,2583,2478,3303,2946,7905,3537,6366,1954,4105,2838,4510,6744,2479,7061,2686,3144,1931,5281,2195,6308,3321,4900,4300,5079,2144,1321,5022,3766,6858,3219,1995,1507,2729,3051,1480,1537,1766,3766,1245,1662,1274,2048,2318,4036,1705,3291,7252,2217,2417,1757,1915,1892,3987,2086,3139,1788,3001,1717,3506,1961,2108,1680,1688,2565,2126,1787,2859,1969,5005,2230,5241,5358,1635,1373,1750,2140,1823,1775,1824,1508,5060,1884,1645,1708,1370,1911,1821,2176,1727,1874,2116,5182,2929,1727,1137,2823,1744,1376,2882,1316,1824,1421,1344,1308,1864,2503,2555,2052,3595,3133,7049,7009,2436,4836,3448,2992,3490,4408,4567
85,1,2,1,2,0,0,8,8,8,7,7,0,0,9,9,9,,,,,,,,,,,,,0,0,13,7,0,0,13,0,0,9,0,9,0,0,0,0,0,0,9,0,9,9,9,9,0,0,5,6,3,12,12,0,8,0,0,9,0,9,0,12,8,8,5,8,5,0,7,9,10,8,8,12,8,5,10,10,8,8,12,4,12,5,10,8,10,5,10,8,8,8,8,10,15,1,13,13,13,12,12,14,0,14,10,10,,,,,,,,,,,,,10,8,8,11,10,8,8,10,5,10,6,8,9,8,7,10,9,5,13,5,10,8,9,8,5666,1652,1624,8283,4383,3998,2671,2003,1596,3313,2567,2356,1364,2615,2872,2659,1743,7385,1635,5337,3081,1801,9000,2392,1175,887,1382,964,890,1045,1111,956,1202,875,902,819,1210,1420,1182,1021,1017,1212,951,802,919,878,1113,829,3569,4894,7206,8367,5228,2291,3064,2541,2404,4522,8311,4269,3118,5515,2782,2777,2077,3244,3507,9501,2156,2144,2229,2029,2497,4760,4569,1878,1639,1833,2407,3302,6154,3793,4013,1785,3376,3715,5108,7056,4631,1492,1594,964,2577,906,2111,1535,2175,6574,3695,3344,1169,3329,1254,3671,1107,1759,2199,2377,4163,1383,5601,2454,1957,2385,9152,2675,2729,4093,2423,3752,2090,3680,1503,1114,4771,903,4358,1748,923,1420,807,949,3479,1095,1387,1522,5080,955,1045,817,1306,1460,2860,1430
26,1,1,1,2,12,15,14,15,14,15,16,16,17,18,16,16,,,,,,,,,,,,,10,15,10,12,15,16,12,15,15,15,16,17,16,14,15,16,18,18,16,10,15,10,16,18,19,9,10,8,10,13,16,10,10,13,14,10,10,16,16,17,17,15,14,14,10,18,18,17,19,16,14,13,12,14,16,16,15,15,16,16,15,16,16,16,17,18,17,17,15,14,15,17,10,14,14,12,13,14,15,15,14,15,15,16,15,16,17,16,16,17,17,16,15,13,15,16,14,15,14,14,12,14,15,15,15,14,15,16,15,15,16,16,16,17,16,17,15,14,14,17,3003,2234,4843,2015,1723,2300,9317,4560,2003,2534,2063,2191,3970,6288,3607,11762,2367,1748,3794,3014,2705,3547,2300,1988,6615,9458,6683,2052,3078,3916,4920,1746,2020,2772,3662,2437,2341,3580,1446,3188,2130,2224,1786,4732,3241,5597,2728,1781,2734,1522,2943,1765,2342,4679,5703,1855,1399,4278,2787,8927,7411,5228,1922,1764,2220,5214,3193,3591,4093,4282,3971,2971,5335,3818,1043,841,2019,1469,1353,2320,1791,1791,1435,2169,1923,1778,1557,5602,1265,9381,5134,1625,1661,6052,2207,1428,1945,1928,1250,1483,1729,1667,1431,1420,1303,2817,1620,1537,1350,3443,1869,2497,2906,1513,3041,1423,1712,1740,1742,2134,2611,3952,2648,3075,2870,2533,3544,5234,1875,3191,4691,2995,1559,2444,1702,3262,1900,1855,2404,2656,1594,1753,2950,2615
27,0,3,,2,,0,0,5,0,10,10,0,0,5,5,0,5,0,0,10,5,0,5,5,5,0,0,5,0,0,1,0,5,5,6,0,0,2,5,0,2,6,6,7,0,0,6,2,5,5,0,0,0,0,11,10,10,0,10,10,0,10,0,0,9,0,0,0,0,0,0,0,9,0,0,9,8,8,0,8,8,8,8,8,5,5,5,0,8,8,6,0,8,0,6,8,8,10,8,8,5,2,1,3,4,3,5,3,0,3,7,4,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,5,7,5,6,9,3,1,6,0,11,8,0,3,7,4,9,0,4,0,5,6,4716,3515,1954,2108,2027,7124,3168,6590,2617,2085,2415,4606,2290,5236,3398,1692,3099,2482,2301,2714,2363,2566,4156,2472,1349,1717,898,1341,1065,5361,5066,1407,866,806,1677,812,658,1588,1013,3489,945,1195,1049,6644,2847,918,1015,1974,3390,3439,2798,4797,10466,4025,5161,7974,3883,2260,4715,4521,7115,6561,8408,6123,7368,8113,5419,10081,5983,3291,6731,5595,4115,2974,9452,2601,5998,3654,3233,6220,7610,4150,7126,7915,4610,3533,4939,3325,5786,11827,1657,3667,2692,3307,3343,5846,3494,1375,804,762,864,779,824,1770,1800,1221,815,1344,702,1064,916,1174,1093,793,984,916,820,940,977,1065,11547,3262,5375,6202,6649,4222,2917,2968,4194,6909,4689,3008,2014,2549,3314,6332,2903,6096,8442,3639,3377,6012,2372,4040
32,1,2,,2,,0,10,15,1,10,1,1,2,0,10,0,0,0,0,15,1,0,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,15,20,15,0,0,0,0,0,0,11,20,0,0,0,12,0,0,12,0,0,0,0,0,3,2,3,11,11,10,10,6,6,2,2,6,8,6,5,8,8,6,9,3,4,14,13,15,5,3,10,16,15,10,10,8,8,6,5,16,15,10,3,10,17,5,15,10,15,15,15,15,1,1,6,12,11,1,5,3,1,1,1,5,6,1,1,1,7,0,2,6,8,2,2,2,4403,3648,3614,4077,2060,2677,1337,1209,1848,965,2891,2265,1986,1793,1788,1934,2465,1899,1676,1704,2035,1660,1748,2047,5274,2430,1280,1504,1363,1093,3034,1003,1201,1216,1534,1807,6437,2386,2370,1978,2055,1784,1195,2273,2673,3029,2167,2161,3700,2805,3634,2805,1397,2058,2904,1632,1723,1649,2341,3224,1480,1406,2612,1858,2364,1363,2209,1749,2003,1520,1458,2547,3883,3233,4851,5126,2694,5198,2535,2181,2120,658,1640,2460,1791,3680,4779,3478,2608,3700,1968,4682,1467,2010,2530,2772,3826,1692,3906,2680,1230,1456,1314,1417,1635,1838,2454,1838,1889,1592,1596,1777,1114,1927,1328,1391,1094,1218,1083,3175,2286,3918,3257,2597,2317,1910,2025,784,2165,1912,2168,3210,2175,2130,3148,2431,2706,2091,3279,4725,2720,2274,3245,3232
30,0,1,,2,,9,9,14,10,13,10,1,12,13,12,13,15,13,14,1,0,16,13,12,14,0,2,0,7,9,9,15,9,10,15,9,9,9,9,9,12,13,13,6,5,3,3,9,12,9,5,3,7,8,8,10,10,11,10,12,0,8,10,11,12,12,12,0,1,0,10,9,11,12,0,0,8,9,12,10,14,12,13,14,12,10,12,13,13,14,15,14,10,9,9,12,12,13,11,8,1,2,10,9,9,9,10,10,10,10,10,10,10,15,14,13,12,11,10,9,8,9,10,10,9,9,9,8,13,12,13,12,8,7,10,10,10,10,12,12,5,6,6,7,10,12,8,4,4619,2451,3438,8123,4148,4390,10380,8520,5265,5788,7720,9492,7775,9976,12535,7085,4398,9527,7663,10311,9149,8303,10271,5202,5888,5903,2578,2841,1689,4184,2445,3210,2569,2450,2440,1790,2654,5466,4689,2305,1579,3069,5010,3521,8579,10140,9264,2561,3724,1597,1442,3165,2744,1387,5209,3111,1090,8235,2176,2312,2471,1917,4578,5501,2374,2531,2620,4556,2946,2150,4986,2476,5365,2578,1769,1598,4743,3543,2522,1433,1141,2542,4016,1319,1273,5380,3041,2523,5021,1472,1311,952,1097,7199,5356,1088,2171,1575,1831,2260,5224,4534,3558,1374,5995,2869,1811,3442,2843,6502,2677,2115,8320,3783,1762,1872,2283,2079,6291,2902,4386,9375,3103,2616,8901,2322,3088,1677,949,965,3238,2089,5082,4008,3260,2333,3494,3922,1327,3942,3004,5138,1485,3686
28,0,1,,1,,0,0,11,0,0,0,14,0,0,0,15,0,0,0,15,0,0,0,12,0,0,0,13,0,0,0,15,0,0,0,12,0,0,13,0,0,0,0,10,0,0,0,12,0,5,0,10,0,0,0,15,0,0,0,15,0,0,5,15,0,0,0,15,0,6,0,15,0,0,0,15,10,5,10,10,10,0,10,10,10,0,10,10,15,10,10,10,0,10,10,10,10,10,10,10,10,1,10,8,10,15,15,15,1,1,1,1,1,15,10,10,1,5,13,0,1,10,0,15,8,10,10,10,5,5,12,10,3,1,0,1,10,0,15,10,0,10,10,0,8,15,15,10,3119,1252,1172,2308,1169,1289,1056,4595,2119,2251,1413,1933,975,1145,4568,2035,1159,1468,1032,1961,1209,3595,1692,1244,4513,2201,4794,4014,5160,2120,5670,9462,3248,2562,3157,3052,1727,3277,9154,3509,2599,12722,10516,3341,3957,2436,2494,3276,1032,1025,1032,1521,1017,1191,1079,2383,1022,1008,1576,1087,899,1024,867,1076,960,2678,884,1068,1385,930,941,1438,2655,2073,2173,1016,2935,1457,1847,1046,3100,1236,7362,6503,1528,1424,5853,2677,7029,2271,6782,3401,5525,4807,5892,2657,12956,8699,5457,8570,9327,5598,5505,8064,5857,2037,5106,3498,12595,9657,5034,1971,1782,7005,4454,6012,10040,10892,7938,5189,2153,5580,3368,3965,4845,2303,4824,3461,4521,2117,3658,3119,2392,3794,3208,9819,1802,3297,6826,5469,6052,8022,8903,2412
